trct,access_total,access_low,access_med,access_high,cutoff,totjobs,lowjobs,medjobs,highjobs,workers_all,workers_low,workers_med,workers_high
48453001200,48292,6612,8645,33035,45,29085,4097,6262,18726,2938,413.8554581399347,632.5513494928657,1891.5931923671994
48453001304,15442,4190,3720,7532,45,1399,525,407,467,1984,744.5318084345962,577.1894210150107,662.2787705503931
48453001307,3264,723,1019,1522,45,1000,199,350,451,2012,400.38800000000003,704.1999999999999,907.412
48453001401,18354,3018,3295,12041,45,6001,845,850,4306,1518,213.74937510414932,215.014164305949,1089.2364605899018
48453000102,1479,235,359,885,45,1479,235,359,885,1002,159.20892494929006,243.21703853955376,599.5740365111562
48453002104,7935,1920,2793,3222,45,324,97,122,105,1466,438.89506172839504,552.0123456790124,475.0925925925926
48453000203,34462,3369,9059,22034,45,16203,947,4810,10446,931,54.413195087329505,276.3753625871752,600.2114423254953
48453000302,4567,1223,1571,1773,45,2180,537,631,1012,2523,621.4912844036697,730.2811926605503,1171.22752293578
48453000401,31158,3679,8102,19377,45,27036,2494,6918,17624,1895,174.80877348720225,484.8945849977807,1235.296641515017
48453001503,15522,3127,4028,8367,45,15522,3127,4028,8367,2575,518.7491946914057,668.2193016363871,1388.0315036722072
48453001402,16970,3205,3448,10317,45,3351,142,587,2622,1178,49.91823336317517,206.3521336914354,921.7296329453894
48453001504,4516,1274,1352,1890,45,2465,711,668,1086,3472,1001.4572008113589,940.8908722109534,1529.6519269776877
48453001505,7563,2870,2180,2513,45,2051,563,684,804,2589,710.6811311555339,863.4207703559239,1014.8980984885421
48453001501,4073,1233,1330,1510,45,2022,670,646,706,2389,791.6073194856577,763.2512363996044,834.1414441147379
48453001602,2520,383,300,1837,45,2520,383,300,1837,1489,226.30436507936506,177.26190476190476,1085.4337301587302
48453002002,7028,1510,2113,3405,45,1036,302,297,437,1686,491.47876447876445,483.3416988416988,711.1795366795367
48453002004,3977,967,1059,1951,45,2810,626,650,1534,1830,407.6797153024911,423.3096085409253,999.0106761565836
48453001916,2462,445,656,1361,45,2462,445,656,1361,1532,276.9049553208774,408.2014622258327,846.8935824532899
48453001918,6768,1174,1656,3938,45,6768,1174,1656,3938,979,169.82062647754137,239.54255319148936,569.6368203309693
48453001914,1047,200,212,635,45,1047,200,212,635,3215,614.1356255969437,650.9837631327603,1949.880611270296
48453002430,48,16,25,7,45,29,12,13,4,945,391.0344827586207,423.62068965517244,130.3448275862069
48453000304,6930,1299,1809,3822,45,1108,345,402,361,1629,507.22472924187724,591.0270758122743,530.7481949458485
48453002319,115,12,56,47,45,115,12,56,47,341,35.58260869565217,166.05217391304348,139.36521739130436
48453001917,6946,448,857,5641,45,6946,448,857,5641,2055,132.542470486611,253.5466455513965,1668.9108839619926
48453000206,5086,2101,1493,1492,45,2039,505,665,869,1662,411.62824914173615,542.0451201569397,708.3266307013242
48453000305,20397,1536,5803,13058,45,3086,244,591,2251,2009,158.84510693454308,384.74368114063515,1465.4112119248218
48453000205,7137,2664,2177,2296,45,3047,1596,828,623,2453,1284.8664259927798,666.5848375451264,501.5487364620938
48453000307,3995,941,1173,1881,45,556,173,185,198,940,292.48201438848923,312.76978417266184,334.7482014388489
48453001919,12467,2871,3241,6355,45,3841,1070,951,1820,1449,403.65269461077844,358.76047904191614,686.5868263473054
